Event	ID	Name			Wwise Object Path	Notes
	63796330	Main_Music			\Default Work Unit\Music\Main_Music	

Switch Group	ID	Name			Wwise Object Path	Notes
	2520593515	Music_Playlist			\Default Work Unit\Music_Playlist	

Switch	ID	Name	Switch Group			Notes
	3987970506	Loop_4	Music_Playlist			
	3987970508	Loop_2	Music_Playlist			
	3987970509	Loop_3	Music_Playlist			
	3987970511	Loop_1	Music_Playlist			

Game Parameter	ID	Name			Wwise Object Path	Notes
	3437824496	GameTimeRemaining			\Default Work Unit\GameTimeRemaining	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	191939805	Intensity3_SectionB_Drums_135bpm	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity3_SectionB_Drums_135bpm_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 3\Section A\Intensity3_SectionB_Drums_135bpm		275755
	224221456	Intensity3_SectionB_Synth3_135bpm	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity3_SectionB_Synth3_135bpm_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 3\Section A\Intensity3_SectionB_Synth3_135bpm		255504
	227059463	Intensity3_SectionB_Pno1_135bpm	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity3_SectionB_Pno1_135bpm_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 3\Section A\Intensity3_SectionB_Pno1_135bpm		210223
	271167160	SectionA_Bass_150bpm_8m	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\SectionA_Bass_150bpm_8m_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 4\Intensity 4\SectionA_Bass_150bpm_8m		188361
	318979798	Intensity_2_B_125bpm_Strings	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity_2_B_125bpm_Strings_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 2_2\Section B\Intensity_2_B_125bpm_Strings		289353
	325108709	Intensity_2_A_125bpm_Piano	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity_2_A_125bpm_Piano_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 2_2\Section A\Intensity_2_A_125bpm_Piano		231005
	330606949	Intensity3_SectionA_Strings_135bpm	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity3_SectionA_Strings_135bpm_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 3\Intro\Intensity3_SectionA_Strings_135bpm		68305
	343553306	Transition_Strings_Accel_78_2m	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Transition_Strings_Accel_78_2m_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Transition2\Transition_Strings_Accel_78_2m		72048
	359190561	Intensity3_SectionB_Synth2_135bpm	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity3_SectionB_Synth2_135bpm_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 3\Section A\Intensity3_SectionB_Synth2_135bpm		180806
	363758360	Intensity3_Transition_Drums_78_Accel_2m	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity3_Transition_Drums_78_Accel_2m_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Transition\Transition\Intensity3_Transition_Drums_78_Accel_2m		109732
	389611013	Intensity3_SectionA_Synth2_135bpm	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity3_SectionA_Synth2_135bpm_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 3\Intro\Intensity3_SectionA_Synth2_135bpm		56189
	398526417	Intensity_2_B_125bpm_Bass	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity_2_B_125bpm_Bass_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 2_2\Section B\Intensity_2_B_125bpm_Bass		219153
	443386815	Intensity_2_A_125bpm_Strings	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity_2_A_125bpm_Strings_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 2_2\Section A\Intensity_2_A_125bpm_Strings		289669
	494654321	SectionA_Synth_150bpm_8m	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\SectionA_Synth_150bpm_8m_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 4\Intensity 4\SectionA_Synth_150bpm_8m		179916
	500636322	Intensity_2_B_125bpm_Drums	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity_2_B_125bpm_Drums_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 2_2\Section B\Intensity_2_B_125bpm_Drums		323526
	502383278	Intensity_1_C_120bpm_Strings	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity_1_C_120bpm_Strings_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 1\Section C\Intensity_1_C_120bpm_Strings		279950
	542489360	Transition_Bass_Accel_78_2m	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Transition_Bass_Accel_78_2m_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Transition2\Transition_Bass_Accel_78_2m		69189
	564177471	Intensity_1_C_120bpm_Piano	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity_1_C_120bpm_Piano_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 1\Section C\Intensity_1_C_120bpm_Piano		239483
	569362001	Transition_Pno1_Accel_78_2m	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Transition_Pno1_Accel_78_2m_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Transition2\Transition_Pno1_Accel_78_2m		62338
	571278796	Intensity_1_B_120bpm_Piano	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity_1_B_120bpm_Piano_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 1\Section B\Intensity_1_B_120bpm_Piano		239425
	607620207	Intensity_1_A_120bpm_Strings	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity_1_A_120bpm_Strings_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 1\Section A\Intensity_1_A_120bpm_Strings		235576
	611069992	Intensity_1_B_120bpm_Strings	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity_1_B_120bpm_Strings_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 1\Section B\Intensity_1_B_120bpm_Strings		261048
	629630328	Intensity_1_C_120bpm_Drums	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity_1_C_120bpm_Drums_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 1\Section C\Intensity_1_C_120bpm_Drums		213726
	673019471	Intensity3_Transition_Pno1_78_Accel_2m	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity3_Transition_Pno1_78_Accel_2m_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Transition\Transition\Intensity3_Transition_Pno1_78_Accel_2m		65706
	706761946	Intensity3_SectionA_Bass_135bpm	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity3_SectionA_Bass_135bpm_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 3\Intro\Intensity3_SectionA_Bass_135bpm		69626
	721406325	SectionA_Strings_150bpm_8m	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\SectionA_Strings_150bpm_8m_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 4\Intensity 4\SectionA_Strings_150bpm_8m		245221
	736751384	Intensity3_SectionA_Pno1_135bpm	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity3_SectionA_Pno1_135bpm_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 3\Intro\Intensity3_SectionA_Pno1_135bpm		59189
	741189474	Intensity_2_A_125bpm_Synth	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity_2_A_125bpm_Synth_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 2_2\Section A\Intensity_2_A_125bpm_Synth		278523
	744164215	Intensity3_Transition_Bass_78_Accel_2m	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity3_Transition_Bass_78_Accel_2m_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Transition\Transition\Intensity3_Transition_Bass_78_Accel_2m		76123
	750694538	Intensity3_SectionA_Pno3_135bpm	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity3_SectionA_Pno3_135bpm_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 3\Intro\Intensity3_SectionA_Pno3_135bpm		55048
	765616648	SectionA_Piano_150bpm_8m	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\SectionA_Piano_150bpm_8m_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 4\Intensity 4\SectionA_Piano_150bpm_8m		215343
	774499221	Intensity3_SectionB_Bass_135bpm	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity3_SectionB_Bass_135bpm_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 3\Section A\Intensity3_SectionB_Bass_135bpm		206732
	782003641	Transition_Drums_Accel_78_2m	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Transition_Drums_Accel_78_2m_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Transition2\Transition_Drums_Accel_78_2m		97000
	789644099	Intensity3_Transition_Strings_78_Accel_2m	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity3_Transition_Strings_78_Accel_2m_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Transition\Transition\Intensity3_Transition_Strings_78_Accel_2m		80170
	794283957	Transition_Flute_Accel_78_2m	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Transition_Flute_Accel_78_2m_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Transition2\Transition_Flute_Accel_78_2m		67101
	801906834	Intensity_1_C_120bpm_GtrCymb	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity_1_C_120bpm_GtrCymb_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 1\Section C\Intensity_1_C_120bpm_GtrCymb		275554
	813226892	Intensity_1_A_120bpm_Piano	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity_1_A_120bpm_Piano_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 1\Section A\Intensity_1_A_120bpm_Piano		229416
	848920090	Intensity_1_B_120bpm_Bass	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity_1_B_120bpm_Bass_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 1\Section B\Intensity_1_B_120bpm_Bass		196994
	857015787	Intensity3_SectionB_Synth4_135bpm	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity3_SectionB_Synth4_135bpm_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 3\Section A\Intensity3_SectionB_Synth4_135bpm		222636
	915460647	Intensity3_SectionA_Flute_135bpm	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity3_SectionA_Flute_135bpm_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 3\Intro\Intensity3_SectionA_Flute_135bpm		27607
	956581375	Intensity_2_A_125bpm_Bass	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity_2_A_125bpm_Bass_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 2_2\Section A\Intensity_2_A_125bpm_Bass		219154
	963811356	Intensity_2_B_125bpm_Synth	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity_2_B_125bpm_Synth_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 2_2\Section B\Intensity_2_B_125bpm_Synth		217143
	966440388	TremStrings	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\TremStrings_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 2_2\Section B\TremStrings		260484
	1013036379	SectionA_Flute_150bpm_8m	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\SectionA_Flute_150bpm_8m_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 4\Intensity 4\SectionA_Flute_150bpm_8m		196336
	1048074152	Intensity_1_C_120bpm_Synth	Y:\Documents\GitHub\Wwise\Lost in VR - Wwise Project\.cache\Android\SFX\Intensity_1_C_120bpm_Synth_1EDAEB4F.wem		\Interactive Music Hierarchy\Default Work Unit\Music\MainMusic\Intensity 1\Section C\Intensity_1_C_120bpm_Synth		268185

